8071,"All The Small Things","Blink 182"
8072,"All This Love","Debarge"
8073,"All This Time","Sting"
8074,"All Those Years Ago","George Harrison"
8076,"Allentown","Billy Joel"
8077,"Almost Like Being In Love","Frank Sinatra"
8078,"Almost Paradise","Mike Reao & Ann Willson"
8079,"Almost Persuaded","David Houston"
8080,"Alone","Heart"
8081,"Alright","Janet Jackson"
8082,"Always","Atlantic Star"
8083,"Always","Bon Jovi"
8084,"Always On My Mind","Willie Nelson"
8085,"Am I That Easy To Forget","Debbie Reynolds"
8086,"Amazing","Aerosmith"
8087,"Amazing Grace","Judy Collince"
8088,"Ambition","Doves"
8089,"American Girls","Counting Crows"
8090,"American Woman","Lenny Kravitz"
8092,"An Affair To Remember","Vic Damone"
8093,"An Old Fashioned Love Song","Three Dog Night"
8094,"Anastasia","Pat Boone"
8095,"And I Love Her","The Beatles"
8096,"And I Love You So","Perry Como"
8097,"And When I Die","Blood, Sweat & Tears"
8098,"Angel Of The Morning","Olivia Newton John"
8101,"Angels Of The Silences","Counting Crows"
8103,"Angie","Rolling Stones"
8104,"Anna Begins","Counting Crows"
8106,"Annie's Song","John Denver"
8107,"Another Brick In The Wall(part Ii)","Pink Floyd"
8108,"Another Day","Paul Mccartney"
8109,"Another Day In Paradise","Phil Collins"
8110,"Another Lonely Song","Tammy Wynette"
8111,"Another One Bites The Dust","Queen"
8112,"Another Sad Love Song","Toni Braxton"
8113,"Antmusic","Adam And The Ants"
8114,"Any Time, Any Place","Janet Jackson"
8115,"Any Way You Want It","Journey"
8116,"Anything For You","Gloria Estefan"
8117,"April Love","Pat Boone"
8118,"Are You Lonesome Tonight","Elvis Presley"
8120,"Arthur's Theme Best That You Can Do","Christopher Cross"
8122,"As Tears Go By","Rolling Stones"
8123,"As Time Goes By","Carly Simon"
8124,"Astonishing Panorama Of The Endtimes","Marilyn Manson"
8125,"At Seventeen","Janis Ian"
8126,"At The Hop","Danny And The Juniors"
8127,"At Your Best (you Are Love)","Aaliyah"
8128,"Aubrey","Bread"
8129,"Autumn Leaves","Joseph Kosma"
8131,"Babe","Styx"
8132,"Baby Can I Hold You","Boyzone"
8133,"Baby Don't Get Hooked On Me","Mac Davis"
8134,"Baby I'm A Want You","Bread"
8135,"Baby Jane","Rod Stewart"
8136,"Baby One More Time","Britney Spears"
8137,"Babyface","U2"
8139,"Back For Good","Take That"
8140,"Back In My Arms Again","Supremes"
8141,"Back In The U. S. S. R.","The Beatles"
8142,"Back In The Usa","Chuck Berry"
8143,"Back On The Chain Gang","The Pretenders"
8144,"Back Where You Belong","38 Special"
8145,"Bad","Michael Jackson"
8146,"Bad Case Of Loving You","Robert Palmer"
8147,"Bad Man's Song","Tears For Fears"
8148,"Ballad Of Easy Rider","Byrds"
8149,"Ballad Of John And Yoko","The Beatles"
8150,"Band On The Run","Paul Mccartney"
8154,"Be Bop A Lula","Gene Vincent"
8156,"Be Still My Beating Heart","Sting"
8157,"Beast Of Burden","Rolling Stones"
8158,"Beat It","Michael Jackson"
8160,"Beautiful Brown Eyes","Rosemary Clooney"
8161,"Beautiful In My Eyes","Joshua Kadison"
8163,"Beautiful Sunday","Daniel Boone"
8164,"Beauty And Madness","Fra Lippo Lippi"
8165,"Beauty And The Beast","C. Dion & P. Bryson"
8167,"Because","Dave Clark Five"
8168,"Because You Loved Me","Celine Dion"
8169,"Bed Of Roses","Bon Jovi"
8171,"Bedtime Story","Tammy Wynette"
8173,"Before The Dawn","Judas Priest"
8174,"Before The Next Teardrop Falls","Freddy Fender"
8176,"Behind Blue Eyes","Limp Bizkitz"
8177,"Being With You","Smokey Robinson & The Miracles"
8178,"Believe","Cher"
8182,"Ben","Michael Jackson"
8183,"Bent","Matchbox Twenty"
8184,"Besame Mucho","Coasters"
8185,"Best Years Of Our Lives","Baha Men"
8186,"Bette Davis Eyes","Kim Carnes"
8187,"Better Class Of Losers","Randy Travis"
8188,"Beyond The Blue Horizon","Lou Christie"
8190,"Big Big World","Emilia"
8191,"Big Girls Don't Cry","4 Seasons"
8192,"Big Love","Fleetwood Mac"
8193,"Billie Jean","Michael Jackson"
8195,"Birds And The Bees","Johnny Kid And The Pirates"
8196,"Bitter Sweet Symphony","The Verve"
8197,"Black & White Town","Doves"
8198,"Black Balloon","Goo Goo Dolls"
8199,"Black Cat","Janet Jackson"
8201,"Black Is Black","Los Bravos"
8202,"Black Magic Woman","Santana"
8203,"Black Or White","Michael Jackson"
8204,"Blackbird","The Beatles"
8205,"Bless The Beasts And The Children","Carpenters"
8210,"Blowing In The Wind","Peter, Paul & Mary"
8211,"Blowing Kisses In The Wind","Paula Abdul"
8213,"Blue Bayou","Linda Ronstadt"
8215,"Blue Eyes Blue","Eric Clapton"
8216,"Blue Suede Shoes","Elvis Presley"
8217,"Blueberry Hill","Fats Domino"
8218,"Boat On The River","Styx"
8220,"Body To Body Heart To Heart","Cher"
8222,"Bohemian Rhapsody","Queen"
8228,"Boot Scootin' Boogie","Brooks & Dunn"
8229,"Borderline","Madonna"
8230,"Born Free","Matt Monro"
8231,"Born In The U. S. A.","Bruce Springsteen"
8232,"Born To Be Alive","P. Hernandez"
8233,"Born To Be Wild","Steppenwolf"
8234,"Both Sides Now","Joni Mitchell"
8235,"Boys Don't Cry","The Cure"
8237,"Break Every Rule","Tina Turner"
8238,"Break It Down Again","Tears For Fears"
8239,"Break Me","Jewel"
8240,"Breaking My Heart","Michael Learns To Rock"
8241,"Breaking Up Is Hard To Do","Neil Sedaka"
8242,"Breakout","Swing Out Sister"
8243,"Breathe Again","Toni Braxton"
8245,"Bridge Over Troubled Water","Simon & Garfunkel"
8246,"Bright Eyes","Art Garfunkel"
8249,"Bring Me To Life","Evanescence"
8250,"Brother Jukebox","Mark Chesnutt"
8251,"Brother Louie","Modern Talking"
8254,"Brown Eyed Girl","Van Morrison"
8255,"Brown Sugar","Rolling Stones"
8257,"Burn","Tina Arena"
8258,"Burning Love","Elvis Presley"
8261,"California Dreaming","Mamas & Papas"
8262,"California Girls","Beach Boys"
8263,"Call Me","Blondie"
8265,"Calling All Angels","Train"
8266,"Calling Baton Rouge","Garth Brooks"
8268,"Can You Feel The Love Tonight","Elton John"
8269,"Can't Buy Me Love","The Beatles"
8270,"Can't Cry Hard Enough","William Brothers"
8271,"Can't Fight The Moonlight","Leann Rimes"
8272,"Can't Get Enough Of Your Love","Bad Company"
8273,"Can't Stop Fallin' Into Love","Cheap Trick"
8274,"Can't Take My Eyes Off You","Boystown Gang"
8276,"Careful What You Wish For","Texas"
8277,"Careless Whisper","Wham"
8279,"Carolina In My Mind","James Taylor"
8280,"Carrie","Europe"
8281,"Carry On Wayward Son","Kansas"
8282,"Casablanca","Berti Higgins"
8283,"Catch The Rainbow","Rainbow"
8284,"Celebration","Kool & The Gang"
8285,"Centerfold","J. Geils Band"
8286,"Change","Tears For Fears"
8287,"Change Clothes","Jay-z"
8288,"Changing Partners","Patti Page"
8290,"Chasin' The Wind","Chicago"
8295,"Chip Away The Stone","Aerosmith"
8296,"Chitty Chitty Bang Bang","Sherman & Sherman"
8298,"Church Of Your Heart","Roxette"
8299,"Chyna Girl","Sweetbox"
8300,"Circle In The Sand","Belinda Carlisle"
8301,"Circle Of Life","Elton John"
8303,"Climb Every Mountain","Peggy Wood"
8305,"Close To You","Carpenters"
8306,"Closest Thing To Heaven","Lionel Richie"
8307,"Cloud Nine","The Temptations"
8308,"Cocaine","Eric Clapton"
8309,"Coffee & T. V.","Blur"
8310,"Cold Day In July","Dixie Chicks"
8311,"Colour My World","Chicago"
8312,"Come As You Are","Nirvana"
8313,"Come Away With Me","Norah Jones"
8314,"Come Back","J. Geils Band"
8315,"Come From The Heart","Kathy Mattea"
8316,"Come On Down","Tlc"
8317,"Come Sail Away","Styx"
8318,"Come Sundown","Bobby Bare"
8319,"Come Together","The Beatles"
8320,"Come Undone","Duran Duran"
8323,"Coming Up","Paul Mccartney & Wings"
8324,"Complicated Heart","Michael Learns To Rock"
8325,"Congratulations","Cliff Richard"
8326,"Control","Janet Jackson"
8327,"Cool Change","Little River Band"
8328,"Cotton Fields","C. C. R."
8329,"Could I Have This Kiss Forever","Whitney Houston & Enrique Iglesias"
8330,"Could It Be I'm Falling In Love","Spinners"
8331,"Could've Been","Tiffany"
8332,"Count To Six And Die","Marilyn Manson"
8333,"Country Road","James Taylor"
8337,"Crazy","Aerosmith"
8338,"Crazy","Kenny Rogers"
8339,"Crazy","Patsy Cline"
8340,"Crazy For You","Madonna"
8341,"Crazy Little Thing Called Love","Queen"
8342,"Crazy Love","Paul Anka"
8343,"Creep","Radiohead"
8344,"Crimson And Clover","Tommy James & The Shondells"
8345,"Crocodile Rock","Elton John"
8347,"Cruisin'","Gwyneth Paltrow"
8348,"Crush","Mandy Moore"
8349,"Cry","Mandy Moore"
8350,"Cry Cry Cry","Highway 101"
8351,"Cry Like A Baby","Box Tops"
8352,"Cryin' In The Chapel","Elvis Presley"
8353,"Crying In The Rain","Everly Brothers"
8354,"Daddy Cool","Boney M."
8355,"Daddy's Hands","Holly Dunn"
8356,"Dance With Me","Debelah Morgan"
8357,"Dancing In The Dark","Bruce Springsteen"
8358,"Dancing In The Street","David Bowie"
8359,"Dancing In The Streets","Atomic Kitten"
8361,"Dangerous","Roxette"
8362,"Daniel","Elton John"
8363,"Danke Schoen","Wayne Newton"
8364,"Danny Boy","Andy Williams"
8368,"Day-o","Harry Belafonte"
8374,"December 1963 (oh What A Night)","The Four Seasons"
8376,"Deep Inside Of You","Third Eye Blind"
8377,"Deeper Than A River","Olivia Newton John"
8378,"Delilah","Tom Jones"
8379,"Delta Dawn","Tanya Tucker"
8380,"Desperado","Eagles"
8381,"Diamonds Are Forever","Shirley Bassey"
8382,"Diana","Paul Anka"
8383,"Dick And Jane","Bobby Vinton"
8384,"Dime Mi Amor","Los Lonely Boys"
8385,"Ding Dong! The Witch Is Dead","The Fifth Estate"
8386,"Distant Drums","Jim Reeves"
8388,"Do Re Mi","Julie Andrews"
8389,"Do Right Woman Do Right Man","Aretha Franklin"
8391,"Do You Believe In Magic","Lovin' Spoonful"
8392,"Do You Know Where You're Goin' To","Mariah Carey"
8393,"Do You Know Where You're Goin' To?","Diana Ross"
8394,"Do You Really Want To Hurt Me","Culture Club"
8396,"Do You Think I'm Sexy","Rod Stewart"
8397,"Do You Want To Dance?","Bobby Freeman"
8398,"Do You Want To Know A Secret","The Beatles"
8399,"Doesn't Really Matter","Janet Jackson"
8403,"Don't Blame Me","Everly Brothers"
8404,"Don't Bring Me Down","Electric Light Orchestra"
8405,"Don't Cry For Me Argentina","Madonna"
8406,"Don't Disturb This Groove","The System"
8407,"Don't Ever Leave Me","Paul Anka"
8408,"Don't Fall In Love With A Dreamer","Kenny Rogers & Kim Carnes"
8409,"Don't Get Me Wrong","The Pretenders"
8410,"Don't It Make My Brown Eyes Blue","Crystal Gayle"
8412,"Don't Know Much","Linda Ronstadt"
8413,"Don't Let Me Be Lonely Tonight","James Taylor"
8414,"Don't Let Me Be Misunderstood","The Animals"
8415,"Don't Let Me Get Me","Pink"
8416,"Don't Let The Sun Go Down On Me","Elton John"
8417,"Don't Lose My Number","Phil Collins"
8418,"Don't Mess With Bill","The Marvelettes"
8419,"Don't Push Me","Sweetbox"
8420,"Don't Stop Me Now","Queen"
8421,"Don't Take Away That Light","Fra Lippo Lippi"
8422,"Don't Turn Around","Ace Of Base"
8423,"Don't Wanna Lose You","Gloria Estefan"
8424,"Don't Worry 'bout Me","Frank Sinatra"
8425,"Don't You Forget About Me","Simple Minds"
8426,"Don't You Want Me","Human League"
8402,"Donna","Los Lobos"
8429,"Down At The Twist And Shout","Mary Chapin Carpenter"
8430,"Down Under","Men At Work"
8431,"Drag City","Jan & Dean"
8432,"Dream A Little Dream Of Me","Mamas & Papas"
8433,"Dream On","Aerosmith"
8435,"Dreamin'","Vanessa Williams"
8436,"Dreaming","Blondie"
8438,"Dress You Up","Madonna"
8439,"Dressed For Success","Roxette"
8443,"Drive","Incubus"
8444,"Dude Looks Like A Lady","Aerosmith"
8445,"Dum Dum","Brenda Lee"
8446,"Dust In The Wind","Kansas"
8450,"Earth Angel","Neil Sedaka"
8451,"Easy","Lionel Richie"
8452,"Easy Come Easy Go","Bobby Sherman"
8453,"Easy Livin'","Uriah Heep"
8454,"Easy To Be Hard","Three Dog Night"
8455,"Ebb Tide","Righteous Brothers"
8456,"Ebony And Ivory","Paul Mccartney"
8457,"Ebony Eyes","Bob Welch"
8458,"Edelweiss","Julie Andrews"
8461,"Eldorado","Goombay Dance Band"
8462,"Electric Eye","Judas Priest"
8464,"Elusive Butterfly","Bob Lind"
8466,"Emotion Eyes","Luther Vandross"
8467,"Endless Love","Diana Ross & Lionel Richie"
8468,"Endless Sleep","Jody Reynolds"
8469,"Englishman In New York","Sting"
8470,"Enough To Be On Your Way","James Taylor"
8474,"Escapade","Janet Jackson"
8475,"Escape","Alice Cooper"
8476,"Eternal Flame","Bangles"
8479,"Even The Nights Are Better","Air Supply"
8484,"Evergreen","Barbra Streisand"
8485,"Every Breath You Take","Sting"
8486,"Every Little Thing She Does Is Magic","Police"
8487,"Everybody","Madonna"
8488,"Everybody Knows We're Through","Engelbert Humperdinck"
8489,"Everybody Plays The Fool","Aaron Neville"
8490,"Everybody Wants To Rule The World","Tears For Fears"
8491,"Everyday","Phil Collins"
8492,"Everything Breaks Sometimes","Jewel"
8493,"Everything Counts","Depeche Mode"
8494,"Everything I Own","Bread"
8495,"Everything Works If You Let It","Cheap Trick"
8496,"Everytime I See You","Fra Lippo Lippi"
8497,"Everytime You Go Away","Paul Young"
8498,"Evil Ways","Santana"
8500,"Eye In The Sky","Alan Parsons Project"
8501,"Fading Like A Flower","Roxette"
8505,"Fairground","Simply Red"
8507,"Faith","George Michael"
8508,"Faithful","Go West"
8509,"Fame","Irene Cara"
8511,"Fantasy","Earth, Wind & Fire"
8519,"Fascination","Nat King Cole"
8520,"Fast Car","Tracy Chapman"
8521,"Feeling Good","Michael Buble"
8522,"Feelings","Morris Albert"
8523,"Fever","Elvis Presley"
8525,"Fields Of Gold","Sting"
8526,"Fight The Power","Isley Brothers"
8527,"Finding Out The Hard Way","Cynthia Rhodes"
8528,"Fire And Rain","James Taylor"
8529,"Fire Escape","Fastball"
8531,"Five O'clock World","The Vogues"
8534,"Flash Dance What A Feeling","Irene Cara"
8538,"Fly Away","Lenny Kravitz"
8539,"Fly Me To The Moon","Frank Sinatra"
8541,"Following The Feeling","Moe Bandy & Judy Bailey"
8542,"Folsom Prison Blues","Johnny Cash"
8543,"Foolish Games","Jewel"
8544,"Footloose","Kenny Loggins"
8545,"For All We Know","Carpenters"
8546,"For My Lady","Moody Blues"
8547,"For Once In My Life","Tony Bennett"
8548,"For The Peace Of All Mankind","Albert Hammond"
8549,"For Your Babies","Simply Red"
8550,"For Your Eyes Only","Sheena Easton"
8551,"For Your Love","Yardbirds"
8552,"Forever And A Day","Michael Learns To Rock"
8554,"Forever My Lady","Jodeci"
8555,"Forever Your Girl","Paula Abdul"
8559,"Four Strong Winds","Neil Young"
8561,"Fraulein","Bobby Helms"
8563,"Free As A Bird","The Beatles"
8564,"Free Your Mind","En Vogue"
8565,"From A Distance","Bette Midler"
8568,"From Russia With Love","Matt Monro"
8569,"Fun Fun Fun","Beach Boys"
8571,"Funky Town","Pseudo Echo"
8574,"Galveston","Glen Campbell"
8575,"Gambler","Kenny Rogers"
8581,"Georgia On My Mind","Ray Charles"
8582,"Georgy Porgy","Toto"
8583,"Get Back","The Beatles"
8584,"Get Busy","Sean Paul"
8585,"Getting To Know You","From The King And I"
8586,"Ghostbusters","Ray Parker Jr."
8588,"Gimme Shelter","Rolling Stones"
8590,"Girl","The Beatles"
8591,"Girl Of My Dreams","Moffatts"
8593,"Girls Just Want To Have Fun","Cyndi Lauper"
8594,"Give Me One Reason","Tracy Chapman"
8595,"Giving It All Away","Ashlee Simpson"
8596,"Gloria","Laura Branigan"
8598,"Go Down Gamblin'","Blood, Sweat & Tears"
8601,"Go West","Pet Shop Boys"
8611,"Going Under","Evanescence"
8612,"Going Up The Country","Canned Heat"
8615,"Gone Too Far","Eddie Rabbitt"
8617,"Good Lovin' (makes It Right)","Tammy Wynette"
8624,"Goodbye To Love","Carpenters"
8625,"Goodbye Yellow Brick Road","Elton John"
8626,"Goodnight Girl","Wet, Wet, Wet"
8627,"Goody Two Shoes","Adam Ant"
8628,"Got To Believe In Magic","David Pomeranz"
8631,"Greatest Love Of All","Whitney Houston"
8632,"Green Green Grass Of Home","Tom Jones"
8633,"Grey Matter","Jewel"
8635,"Groovy Kind Of Love","Phil Collins"
8642,"Hand In My Pocket","Alanis Morissette"
8643,"Handbags And Gladrags","Rod Stewart"
8644,"Hands","Jewel"
8645,"Handy Man","James Taylor"
8646,"Hangin' Around","Counting Crows"
8647,"Hangin' Tough","New Kids On The Block"
8648,"Hanky Panky","Tommy James & The Shondells"
8651,"Happy Together","Turtles"
8660,"Harvest For The World","Isley Brothers"
8662,"Have I Told You Lately","Rod Stewart"
8663,"Have You Ever Really Loved A Woman","Bryan Adams"
8664,"Have You Ever Seen The Rain","C. C. R."
8665,"Have You Never Been Mellow","Olivia Newton John"
8666,"Have Yourself A Merry Little Christmas","Carpenters"
8668,"Hawaiian Wedding Song","Andy Williams"
8669,"He Ain't Heavy He's My Brother","Olivia Newton John"
8688,"He'll Have To Go","Jim Reeves"
8672,"Head Over Heels","Tears For Fears"
8673,"Heal The World","Michael Jackson"
8674,"Heart And Soul","Huey Lewis & The News"
8675,"Heart Attack","Olivia Newton John"
8676,"Heart Of Glass","Blondie"
8677,"Heart Shaped Box","Nirvana"
8679,"Heartbreak Hotel","Elvis Presley"
8681,"Heaven","Bryan Adams"
8682,"Heaven","Los Lonely Boys"
8683,"Heaven","Warrant"
8687,"Hell Bent For Leather","Judas Priest"
8689,"Hello","Lionel Richie"
8690,"Hello Dolly","Louis Armstrong"
8691,"Hello Young Lovers","Paul Anka"
8692,"Help","The Beatles"
8693,"Help Me Make It Through The Night","Kris Kristofferson"
8696,"Here Comes The Sun","The Beatles"
8697,"Here I Am","Air Supply"
8698,"Here In My Heart","Scorpions"
8699,"Here We Are","Gloria Estefan"
8700,"Here's Some Love","Tanya Tucker"
8702,"Hero","Mariah Carey"
8703,"Hey","Julio Iglesias"
8704,"Hey Baby","Dj Otzi"
8705,"Hey Jude","The Beatles"
8706,"Hey Tonight","C. C. R."
8707,"Hey Ya!","Outkast"
8708,"Higher","Creed"
8710,"Highway Star","Deep Purple"
8712,"Hip To Be Square","Huey Lewis & The News"
8714,"Hit 'em Up Style (oops!)","Blu Cantrell"
8713,"Hit By Love","Ce Ce Peniston"
8715,"Hit Me With Your Best Shot","Pat Benatar"
8716,"Hold On","Kansas"
8717,"Holding Back The Years","Simply Red"
8718,"Holding Her And Loving You","Earl Thomas Conley"
8719,"Holiday","Madonna"
8728,"Hometown Girl","Mary Chapin Carpenter"
8729,"Homeward Bound","Simon & Garfunkel"
8731,"Honesty","Billy Joel"
8732,"Honky Tonk Woman","Rolling Stones"
8733,"Hooked On A Feeling","B. J. Thomas"
8736,"Hot In The City","Billy Idol"
8737,"Hot Legs","Rod Stewart"
8738,"Hotel California","Eagles"
8739,"Hound Dog","Elvis Presley"
8741,"House Of Fun","Madness"
8742,"House Of The Rising Sun","The Animals"
8743,"How Am I Supposed To Live Without You","Michael Bolton"
8745,"How Do","Mary Chapin Carpenter"
8746,"How Do I Live","Trisha Yearwood"
8747,"How Do You Keep The Music Playing","James Ingram & Patti Austin"
8751,"How Many Hours","Michael Learns To Rock"
8752,"How Sweet It Is (to Be Loved By You)","James Taylor"
8753,"Human","Human League"
8755,"Hungry","Paul Revere & The Raiders"
8756,"Hungry Like A Wolf","Duran Duran"
8757,"Hurting Each Other","Carpenters"
8758,"Hurts So Good","John Mellancamp"
8759,"I Believe In Music","Mac Davis"
8760,"I Believe In You","Don Williams"
8761,"I Can Help","Billy Swan"
8762,"I Can Love You Like That","All-4-one"
8763,"I Can't Dance","Genesis"
8764,"I Can't Find The Words To Say Goodbye","David Gates"
8765,"I Can't Get No Satisfaction","Rolling Stones"
8766,"I Can't Help Myself","Four Tops"
8767,"I Can't Stop Loving You","Ray Charles"
8768,"I Can't Tell You Why","Eagles"
8769,"I Could Be The One","Stacie Orrico"
8770,"I Could Not Ask For More","Sara Evans"
8771,"I Cross My Heart","George Strait"
8772,"I Did It For You","Westlife"
8773,"I Didn't Want To Need You","Heart"
8774,"I Don't Have The Heart","James Ingram"
8775,"I Don't Know","Usher"
8776,"I Don't Know How To Love Him","Helen Reddy"
8777,"I Don't Like To Sleep Alone","Paul Anka"
8778,"I Don't Wanna Play House","Tammy Wynette"
8779,"I Don't Want To Miss A Thing","Aerosmith"
8780,"I Don't Want To Talk About It","Rod Stewart"
8782,"I Fall In Love Too Easily","Linda Ronstadt"
8783,"I Feel Fine","The Beatles"
8784,"I Feel The Earth Move","Carole King"
8785,"I Get Weak","Belinda Carlisle"
8786,"I Honestly Love You","Olivia Newton John"
8787,"I Just Called To Say I Love You","Stevie Wonder"
8788,"I Just Died In Your Arms","Cutting Crew"
8789,"I Just Want To Love You","Eddie Rabbitt"
8790,"I Learned From The Best","Whitney Houston"
8791,"I Left My Heart In San Francisco","Tony Bennett"
8792,"I Love A Rainy Night","Eddie Rabbitt"
8793,"I Love How You Love Me","Paris Sisters"
8795,"I Love Rock 'n Roll","Joan Jett & The Blackhearts"
8798,"I Love You, Goodbye","Celine Dion"
8799,"I Need To Be In Love","Carpenters"
8800,"I Promise","Stacie Orrico"
8801,"I Put A Spell On You","C. C. R."
8802,"I Really Don't Want To Know","Elvis Presley"
8805,"I Saw Her Standing There","The Beatles"
8806,"I Saw Mommy Kissing Santa Claus","Jackson 5"
8807,"I Second That Emotion","Diana Ross"
8808,"I Shot The Sheriff","Eric Clapton"
8809,"I Still Believe","Mariah Carey"
8810,"I Swear","All-4-one"
8813,"I Turn To You","Christina Aguilera"
8814,"I Wanna Dance","Michael Learns To Rock"
8815,"I Wanna Dance With Somebody","Whitney Houston"
8816,"I Wanna Get Back With You","Tom Jones"
8817,"I Want To Break Free","Queen"
8818,"I Want To Give","Perry Como"
8819,"I Want To Know What Love Is","Foreigner"
8820,"I Want You To Need Me","Celine Dion"
8821,"I Want You To Want Me","Cheap Trick"
8823,"I Was Born To Love You","Queen"
8824,"I Was Made For Lovin' You","Kiss"
8825,"I Will Always Love You","Whitney Houston"
8826,"I Will Come To You","Hanson"
8827,"I Will Survive","Gloria Gaynor"
8828,"I Wish It Would Rain","The Temptations"
8830,"I'd Lie For You (and That's The Truth)","Meat Loaf"
8831,"I'd Like To Teach The World To Sing","The New Seekers"
8858,"I'll Be Around","Detroit Spinners"
8859,"I'll Be Loving You (forever)","New Kids On The Block"
8860,"I'll Be Missing You","Puff Daddy & Faith Evans"
8861,"I'll Be Seeing You","Frank Sinatra"
8862,"I'll Be There","Mariah Carey"
8863,"I'll Be There For You","Bon Jovi"
8864,"I'll Be Your Shelter","Taylor Dayne"
8866,"I'll Never Get Over You(getting Over Me)","Expose"
8867,"I'll Never Not Need You","Boyzone"
8868,"I'll Say Goodbye For The Two Of Us","Expose"
8872,"I'm Down To My Last Cigarette","K. D. Lang"
8873,"I'm Gonna Come Back","Michael Learns To Rock"
8874,"I'm In The Mood","Ce Ce Peniston"
8875,"I'm Into Something Good","Herman's Hermits"
8876,"I'm Like A Bird (i'll Only Fly Away)","Nelly Furtado"
8877,"I'm Not In Love","10cc"
8879,"I'm So Excited","Pointer Sisters"
8880,"I'm Still In Love With You","New Edition"
8881,"I'm Telling You Now","Freddie & The Dreamers"
8883,"I'm Through With Love","Bing Crosby"
8884,"I'm Too Sexy","Right Said Fred"
8886,"I'm Walkin'","Ricky Nelson"
8915,"I've Been Away Too Long","George Baker Selection"
8916,"I've Got A Crush On You","Frank Sinatra"
8917,"I've Got A Thing About You Baby","Elvis Presley"
8829,"I. O. U","Carry & Ron"
8833,"If","Bread"
8834,"If","Janet Jackson"
8835,"If A Woman Answers (hang Up The Phone)","Leroy Van Dyke"
8836,"If I Ain't Got You","Alicia Keys"
8837,"If I Could Turn Back Time","Cher"
8838,"If I Didn't Love You","Tina Arena"
8839,"If I Don't Tell You Now","Ronan Keating"
8840,"If I Ever Lose My Faith In You","Sting"
8841,"If I Had A Hammer","Peter, Paul & Mary"
8842,"If I Keep My Heart Out Of Sight","James Taylor"
8843,"If I Needed You","Don Williams & Emmylou Harris"
8844,"If I Sing You A Love Song","Bonnie Tyler"
8845,"If I Was The One","Ruff Endz"
8846,"If I Were Your Woman","Gladys Knight And The Pips"
8847,"If Life Is So Short","Moffatts"
8848,"If Looks Could Kill","Heart"
8850,"If There Was Any Other Way","Celine Dion"
8852,"If You Ain't Lovin' (you Ain't Livin')","George Strait"
8853,"If You Can Touch Her At All","Willie Nelson"
